,data,size,queue,memory,type,is_cold
0,0.0007565021514892578,0,sqs_fifo,2048,rtt,
1,0.0007040500640869141,0,sqs_fifo,2048,rtt,
2,0.0006661415100097656,0,sqs_fifo,2048,rtt,
3,0.0006954669952392578,0,sqs_fifo,2048,rtt,
4,0.0006771087646484375,0,sqs_fifo,2048,rtt,
5,0.0007350444793701172,0,sqs_fifo,2048,rtt,
6,0.0007035732269287109,0,sqs_fifo,2048,rtt,
7,0.0007531642913818359,0,sqs_fifo,2048,rtt,
8,0.0006897449493408203,0,sqs_fifo,2048,rtt,
9,0.0007102489471435547,0,sqs_fifo,2048,rtt,
10,0.0007271766662597656,0,sqs_fifo,2048,rtt,
11,0.000720977783203125,0,sqs_fifo,2048,rtt,
12,0.0006902217864990234,0,sqs_fifo,2048,rtt,
13,0.0010061264038085938,0,sqs_fifo,2048,rtt,
14,0.0007128715515136719,0,sqs_fifo,2048,rtt,
15,0.0006968975067138672,0,sqs_fifo,2048,rtt,
16,0.0006840229034423828,0,sqs_fifo,2048,rtt,
17,0.0006911754608154297,0,sqs_fifo,2048,rtt,
18,0.0007634162902832031,0,sqs_fifo,2048,rtt,
19,0.0006699562072753906,0,sqs_fifo,2048,rtt,
20,0.0006949901580810547,0,sqs_fifo,2048,rtt,
21,0.0007016658782958984,0,sqs_fifo,2048,rtt,
22,0.0007050037384033203,0,sqs_fifo,2048,rtt,
23,0.0006730556488037109,0,sqs_fifo,2048,rtt,
24,0.000701904296875,0,sqs_fifo,2048,rtt,
25,0.0007052421569824219,0,sqs_fifo,2048,rtt,
26,0.0006959438323974609,0,sqs_fifo,2048,rtt,
27,0.0007011890411376953,0,sqs_fifo,2048,rtt,
28,0.000762939453125,0,sqs_fifo,2048,rtt,
29,0.0007185935974121094,0,sqs_fifo,2048,rtt,
30,0.0006926059722900391,0,sqs_fifo,2048,rtt,
31,0.0006737709045410156,0,sqs_fifo,2048,rtt,
32,0.0006887912750244141,0,sqs_fifo,2048,rtt,
33,0.0006883144378662109,0,sqs_fifo,2048,rtt,
34,0.0007338523864746094,0,sqs_fifo,2048,rtt,
35,0.0007145404815673828,0,sqs_fifo,2048,rtt,
36,0.0007195472717285156,0,sqs_fifo,2048,rtt,
37,0.0007507801055908203,0,sqs_fifo,2048,rtt,
38,0.0007441043853759766,0,sqs_fifo,2048,rtt,
39,0.0007517337799072266,0,sqs_fifo,2048,rtt,
40,0.0006799697875976562,0,sqs_fifo,2048,rtt,
41,0.0007867813110351562,0,sqs_fifo,2048,rtt,
42,0.0007145404815673828,0,sqs_fifo,2048,rtt,
43,0.0006644725799560547,0,sqs_fifo,2048,rtt,
44,0.0006434917449951172,0,sqs_fifo,2048,rtt,
45,0.0006682872772216797,0,sqs_fifo,2048,rtt,
46,0.0007171630859375,0,sqs_fifo,2048,rtt,
47,0.0007174015045166016,0,sqs_fifo,2048,rtt,
48,0.0009205341339111328,0,sqs_fifo,2048,rtt,
49,0.0007524490356445312,0,sqs_fifo,2048,rtt,
50,0.0008714199066162109,0,sqs_fifo,2048,rtt,
51,0.0006680488586425781,0,sqs_fifo,2048,rtt,
52,0.0006635189056396484,0,sqs_fifo,2048,rtt,
53,0.0006868839263916016,0,sqs_fifo,2048,rtt,
54,0.0012288093566894531,0,sqs_fifo,2048,rtt,
55,0.0007221698760986328,0,sqs_fifo,2048,rtt,
56,0.0012726783752441406,0,sqs_fifo,2048,rtt,
57,0.00084686279296875,0,sqs_fifo,2048,rtt,
58,0.0007131099700927734,0,sqs_fifo,2048,rtt,
59,0.0006835460662841797,0,sqs_fifo,2048,rtt,
60,0.0009248256683349609,0,sqs_fifo,2048,rtt,
61,0.0007188320159912109,0,sqs_fifo,2048,rtt,
62,0.0007033348083496094,0,sqs_fifo,2048,rtt,
63,0.0007076263427734375,0,sqs_fifo,2048,rtt,
64,0.0007014274597167969,0,sqs_fifo,2048,rtt,
65,0.0007753372192382812,0,sqs_fifo,2048,rtt,
66,0.0014400482177734375,0,sqs_fifo,2048,rtt,
67,0.0007319450378417969,0,sqs_fifo,2048,rtt,
68,0.0006775856018066406,0,sqs_fifo,2048,rtt,
69,0.0008487701416015625,0,sqs_fifo,2048,rtt,
70,0.0007534027099609375,0,sqs_fifo,2048,rtt,
71,0.0009140968322753906,0,sqs_fifo,2048,rtt,
72,0.0007102489471435547,0,sqs_fifo,2048,rtt,
73,0.0007052421569824219,0,sqs_fifo,2048,rtt,
74,0.0006861686706542969,0,sqs_fifo,2048,rtt,
75,0.0007846355438232422,0,sqs_fifo,2048,rtt,
76,0.0007116794586181641,0,sqs_fifo,2048,rtt,
77,0.0007388591766357422,0,sqs_fifo,2048,rtt,
78,0.0006747245788574219,0,sqs_fifo,2048,rtt,
79,0.0007174015045166016,0,sqs_fifo,2048,rtt,
80,0.0007605552673339844,0,sqs_fifo,2048,rtt,
81,0.0007076263427734375,0,sqs_fifo,2048,rtt,
82,0.0006844997406005859,0,sqs_fifo,2048,rtt,
83,0.0006823539733886719,0,sqs_fifo,2048,rtt,
84,0.0006995201110839844,0,sqs_fifo,2048,rtt,
85,0.0007140636444091797,0,sqs_fifo,2048,rtt,
86,0.0007343292236328125,0,sqs_fifo,2048,rtt,
87,0.0006897449493408203,0,sqs_fifo,2048,rtt,
